REGI,PSGC_REGI,PROV,PSGC_PROV,MuniCities,PSGC_CITY/MUNI,BrgyName,PSGC_BRGY,BCT,Pop2015
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Sulloh (Tapiantana),PH150713010,1,1785
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Tambulig Buton,PH150713011,1,1582
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Tong-Umus,PH150713012,1,2701
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Ampao,PH153601001,1,904
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Bagoaingud,PH153601002,1,696
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Balut,PH153601004,1,594
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Barua,PH153601005,1,805
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Buadiawani,PH153601006,1,513
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Bubong,PH153601007,1,1291
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Dilabayan,PH153601008,1,695
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Dipatuan,PH153601009,1,2136
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Daramoyod,PH153601010,1,696
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Gandamato,PH153601011,1,629
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Gurain,PH153601012,1,390
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Ilian,PH153601013,1,904
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Lama,PH153601014,1,794
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Liawao,PH153601015,1,422
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Lumbaca-Ingud,PH153601016,1,1061
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Madanding,PH153601018,1,892
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Orong,PH153601019,1,724
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Pindolonan,PH153601020,1,455
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Poblacion I,PH153601021,1,812
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Poblacion II,PH153601022,1,1196
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Raya,PH153601023,1,616
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Rorowan,PH153601024,1,471
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Sugod,PH153601025,1,999
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Tambo,PH153601026,1,617
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Tuka I,PH153601027,1,813
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,Tuka II,PH153601028,1,716
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Banago,PH153602002,1,2203
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Barorao,PH153602003,1,1862
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Batuan,PH153602004,1,1163
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Budas,PH153602006,1,798
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Calilangan,PH153602007,1,829
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Igabay,PH153602008,1,1218
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Lalabuan,PH153602010,1,1159
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Magulalung Occidental,PH153602011,1,919
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Magulalung Oriental,PH153602012,1,842
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Molimoc,PH153602013,1,754
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Narra,PH153602014,1,778
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Plasan,PH153602015,1,727
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Purakan,PH153602016,1,1054
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Buisan (Bengabeng),PH153602019,1,354
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Buenavista,PH153602022,1,622
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Lorenzo,PH153602027,1,1408
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Lower Itil,PH153602029,1,911
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Macao,PH153602032,1,725
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Poblacion (Balabagan),PH153602039,1,1485
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Upper Itil,PH153602043,1,962
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Bagoaingud,PH153602050,1,1066
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Ilian,PH153602051,1,689
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Lumbac,PH153602052,1,989
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Matampay,PH153602053,1,887
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Matanog,PH153602054,1,775
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Pindolonan,PH153602055,1,1000
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,Tataya,PH153602056,1,640
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Abaga,PH153603001,1,678
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Poblacion (Balindong),PH153603005,1,1257
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Pantaragoo,PH153603006,1,692
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Bantoga Wato,PH153603007,1,743
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Barit,PH153603008,1,674
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Bubong,PH153603009,1,931
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Bubong Cadapaan,PH153603011,1,876
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Borakis,PH153603013,1,493
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Bualan,PH153603014,1,1578
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Cadapaan,PH153603015,1,662
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Cadayonan,PH153603016,1,853
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Kaluntay,PH153603018,1,218
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Dadayag,PH153603021,1,614
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Dado,PH153603022,1,501
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Dibarusan,PH153603024,1,738
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Dilausan,PH153603025,1,1212
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Dimarao,PH153603026,1,227
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Ingud,PH153603027,1,746
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Lalabuan,PH153603029,1,864
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Lilod,PH153603031,1,1719
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Lumbayao,PH153603032,1,1237
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Limbo,PH153603033,1,444
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Lumbac Lalan,PH153603035,1,603
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Lumbac Wato,PH153603036,1,745
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Magarang,PH153603037,1,428
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Nusa Lumba Ranao,PH153603041,1,855
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Padila,PH153603042,1,545
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Pagayawan,PH153603043,1,652
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Paigoay,PH153603044,1,661
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Raya,PH153603046,1,813
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Salipongan,PH153603047,1,1043
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Talub,PH153603050,1,396
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Tomarompong,PH153603051,1,314
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Tantua Raya,PH153603052,1,952
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Tuka Bubong,PH153603053,1,561
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Bolinsong,PH153603054,1,350
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Lati,PH153603055,1,1271
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,Malaig,PH153603056,1,1034
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Bagoaingud,PH153604003,1,369
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Bairan (Pob.),PH153604004,1,841
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Bandingun,PH153604005,1,507
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Biabi,PH153604006,1,351
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Bialaan,PH153604007,1,516
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Cadayonan,PH153604009,1,300
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Lumbac Cadayonan,PH153604010,1,853
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Lalapung Central,PH153604011,1,424
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Condaraan Pob. (Condaraan Dimadap),PH153604012,1,931
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Cormatan,PH153604013,1,378
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Ilian,PH153604014,1,322
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Lalapung Proper (Pob.),PH153604015,1,411
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Bubong Lilod,PH153604017,1,751
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Linao,PH153604018,1,650
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Linuk (Pob.),PH153604019,1,616
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Liong,PH153604020,1,344
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Lumbac,PH153604021,1,410
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Mimbalawag,PH153604022,1,379
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Maliwanag,PH153604024,1,714
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Mapantao,PH153604025,1,342
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Cadingilan Occidental,PH153604027,1,687
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Cadingilan Oriental,PH153604028,1,512
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Palao,PH153604030,1,392
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Pama-an,PH153604031,1,452
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Pamacotan,PH153604032,1,208
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Pantar,PH153604033,1,372
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Parao,PH153604034,1,714
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Patong,PH153604035,1,314
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Porotan,PH153604036,1,314
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Rantian,PH153604037,1,561
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Raya Cadayonan,PH153604038,1,596
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Rinabor (Pob.),PH153604039,1,502
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Sapa,PH153604040,1,366
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Samporna (Pob.),PH153604041,1,505
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Silid,PH153604042,1,432
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Sugod,PH153604043,1,502
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Sultan Pandapatan,PH153604044,1,522
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Sumbag (Pob.),PH153604045,1,436
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Tagoranao,PH153604046,1,453
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Tangcal,PH153604047,1,489
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Tangcal Proper (Pob.),PH153604048,1,615
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Tuca (Pob.),PH153604049,1,821
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Tomarompong,PH153604050,1,648
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Tomongcal Ligi,PH153604051,1,347
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Torogan,PH153604052,1,349
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Lalapung Upper,PH153604053,1,471
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Gandamato,PH153604054,1,240
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Bubong Raya,PH153604055,1,320
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,Poblacion (Bayang),PH153604056,1,416
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,Badak,PH153605001,1,798
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,Baguiangun,PH153605002,1,695
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,Balut Maito,PH153605003,1,357
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,Basak,PH153605004,1,1402
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,Bubong,PH153605005,1,717
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,Bubonga-Ranao,PH153605006,1,605
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,Dansalan Dacsula,PH153605009,1,721
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,Ingud,PH153605010,1,705
